top	sub
astro-ph/0203524	astro-ph/0205472
astro-ph/0202140	astro-ph/0205472
astro-ph/0203134	astro-ph/0205216
astro-ph/0202290	astro-ph/0205216
astro-ph/0202075	astro-ph/0205216
astro-ph/9910222	astro-ph/0205216
astro-ph/0205490	astro-ph/0205216
astro-ph/0112336	astro-ph/0205216
astro-ph/0111394	astro-ph/0205216
astro-ph/0110390	astro-ph/0205216
astro-ph/0109392	astro-ph/0205216
astro-ph/0111362	astro-ph/0205216
astro-ph/0111456	astro-ph/0205216
astro-ph/0012324	astro-ph/0205216
astro-ph/0204152	astro-ph/0205216
astro-ph/0201352	astro-ph/0205216
astro-ph/0204452	astro-ph/0205216
astro-ph/0203200	astro-ph/0205216
astro-ph/0202503	astro-ph/0205216
astro-ph/0202285	astro-ph/0205216
astro-ph/0112162	astro-ph/0205216
astro-ph/0203134	astro-ph/0205490
astro-ph/0112162	astro-ph/0205490
astro-ph/0111362	astro-ph/0205490
astro-ph/0203169	astro-ph/0205490
astro-ph/0202285	astro-ph/0205490
astro-ph/0202503	astro-ph/0205490
astro-ph/0111394	astro-ph/0205490
astro-ph/0107419	astro-ph/0205490
astro-ph/0203131	astro-ph/0205490
astro-ph/0010205	astro-ph/0205490
astro-ph/0010584	astro-ph/0205449
astro-ph/9710107	astro-ph/0205449
astro-ph/0112449	astro-ph/0205449
astro-ph/0105020	astro-ph/0205449
astro-ph/0012117	astro-ph/0205449
astro-ph/9910574	astro-ph/0205161
astro-ph/0111214	astro-ph/0205286
astro-ph/0111345	astro-ph/0205286
astro-ph/0003414	astro-ph/0205286
astro-ph/0201072	astro-ph/0205286
astro-ph/0111456	astro-ph/0205158
astro-ph/0110401	astro-ph/0205158
astro-ph/0204527	astro-ph/0205158
astro-ph/0110472	astro-ph/0205267
astro-ph/0006373	astro-ph/0205267
astro-ph/0110211	astro-ph/0205267
astro-ph/0203018	astro-ph/0205267
astro-ph/0107525	astro-ph/0205267
astro-ph/0007199	astro-ph/0205267
astro-ph/0012539	astro-ph/0205267
astro-ph/0108411	astro-ph/0205267
astro-ph/0012376	astro-ph/0205395
astro-ph/9812133	astro-ph/0205395
astro-ph/9608192	astro-ph/0205395
astro-ph/9806396	astro-ph/0205395
astro-ph/0011378	astro-ph/0205395
astro-ph/0004404	astro-ph/0205395
astro-ph/0104455	astro-ph/0205395
astro-ph/0203134	astro-ph/0205205
astro-ph/0201029	astro-ph/0205205
astro-ph/0003338	astro-ph/0205205
astro-ph/0006281	astro-ph/0205205
astro-ph/0111394	astro-ph/0205205
astro-ph/0108013	astro-ph/0205205
astro-ph/0201032	astro-ph/0205205
astro-ph/0012336	astro-ph/0205205
astro-ph/0104460	astro-ph/0205205
astro-ph/0111362	astro-ph/0205205
astro-ph/0109152	astro-ph/0205205
astro-ph/0111285	astro-ph/0205205
astro-ph/0202503	astro-ph/0205205
astro-ph/0203131	astro-ph/0205205
astro-ph/9908023	astro-ph/0205545
astro-ph/9812133	astro-ph/0205545
astro-ph/9904120	astro-ph/0205545
astro-ph/0011243	astro-ph/0205545
astro-ph/0109425	astro-ph/0205545
astro-ph/0111535	astro-ph/0205545
astro-ph/0108143	astro-ph/0205545
astro-ph/0006300	astro-ph/0205545
astro-ph/0109555	astro-ph/0205464
astro-ph/0009074	astro-ph/0205464
astro-ph/9807084	astro-ph/0205464
astro-ph/0006344	astro-ph/0205464
astro-ph/0205205	astro-ph/0205464
astro-ph/0106380	astro-ph/0205464
astro-ph/0109392	astro-ph/0205464
astro-ph/0109325	astro-ph/0205464
astro-ph/9903420	astro-ph/0205464
astro-ph/0102082	astro-ph/0205464
astro-ph/0112255	astro-ph/0205464
astro-ph/0206040	astro-ph/0205464
astro-ph/0202008	astro-ph/0205464
astro-ph/0106495	astro-ph/0205464
astro-ph/0111005	astro-ph/0205464
astro-ph/0202064	astro-ph/0205464
astro-ph/0110390	astro-ph/0205464
astro-ph/0107571	astro-ph/0205464
astro-ph/0203342	astro-ph/0205464
astro-ph/0008497	astro-ph/0205464
astro-ph/0201544	astro-ph/0205464
astro-ph/0003400	astro-ph/0205464
astro-ph/0004064	astro-ph/0205418
astro-ph/0107419	astro-ph/0205342
astro-ph/0201137	astro-ph/0205342
astro-ph/0110246	astro-ph/0205342
astro-ph/0111575	astro-ph/0205342
astro-ph/0112162	astro-ph/0205342
astro-ph/0004176	astro-ph/0205144
astro-ph/0110080	astro-ph/0205144
astro-ph/0205127	astro-ph/0205144
astro-ph/0201503	astro-ph/0205144
astro-ph/0201438	astro-ph/0205385
astro-ph/0108204	astro-ph/0205385
astro-ph/0104460	astro-ph/0205385
astro-ph/0105450	astro-ph/0205505
astro-ph/0107348	astro-ph/0205505
astro-ph/0007362	astro-ph/0205505
astro-ph/9908047	astro-ph/0205520
astro-ph/9611198	astro-ph/0205520
astro-ph/9806396	astro-ph/0205520
astro-ph/0110472	astro-ph/0205520
astro-ph/9812022	astro-ph/0205520
astro-ph/9706069	astro-ph/0205520
astro-ph/9901388	astro-ph/0205520
astro-ph/9812133	astro-ph/0205520
astro-ph/9901052	astro-ph/0205520
astro-ph/0205096	astro-ph/0205520
astro-ph/9806099	astro-ph/0205520
astro-ph/9812313	astro-ph/0205520
astro-ph/0112449	astro-ph/0205240
astro-ph/0111285	astro-ph/0205240
astro-ph/0111394	astro-ph/0205240
astro-ph/0004017	astro-ph/0205133
astro-ph/0203134	astro-ph/0205436
astro-ph/0205223	astro-ph/0205436
astro-ph/0110472	astro-ph/0205436
astro-ph/9603033	astro-ph/0205436
astro-ph/0008167	astro-ph/0205436
astro-ph/9804285	astro-ph/0205436
astro-ph/9710252	astro-ph/0205436
astro-ph/9912105	astro-ph/0205436
astro-ph/0111394	astro-ph/0205436
astro-ph/0202094	astro-ph/0205436
astro-ph/0207047	astro-ph/0205436
astro-ph/0203507	astro-ph/0205436
astro-ph/0205386	astro-ph/0205436
astro-ph/0205096	astro-ph/0205436
astro-ph/0111362	astro-ph/0205436
astro-ph/0109152	astro-ph/0205436
astro-ph/0111285	astro-ph/0205436
astro-ph/0205387	astro-ph/0205436
astro-ph/9911177	astro-ph/0205436
astro-ph/0104489	astro-ph/0205436
astro-ph/0202503	astro-ph/0205436
astro-ph/0112114	astro-ph/0205436
astro-ph/0112162	astro-ph/0205436
astro-ph/0103134	astro-ph/0205436
astro-ph/0205388	astro-ph/0205436
astro-ph/0001303	astro-ph/0205436
astro-ph/0203259	astro-ph/0205436
astro-ph/0105091	astro-ph/0205436
astro-ph/9808264	astro-ph/0205436
astro-ph/0111012	astro-ph/0205436
astro-ph/0206256	astro-ph/0205436
astro-ph/0109232	astro-ph/0205436
astro-ph/0012376	astro-ph/0205436
astro-ph/9812133	astro-ph/0205436
astro-ph/0206014	astro-ph/0205436
astro-ph/0105252	astro-ph/0205436
astro-ph/0104460	astro-ph/0205436
astro-ph/0105296	astro-ph/0205436
astro-ph/0104490	astro-ph/0205436
astro-ph/0204152	astro-ph/0205436
astro-ph/0203413	astro-ph/0205436
astro-ph/0204295	astro-ph/0205436
astro-ph/0005123	astro-ph/0205436
astro-ph/0203131	astro-ph/0205436
astro-ph/0009048	astro-ph/0205319
astro-ph/0204043	astro-ph/0205319
astro-ph/0202342	astro-ph/0205319
astro-ph/0201448	astro-ph/0205319
astro-ph/0004241	astro-ph/0205319
astro-ph/0001045	astro-ph/0205428
astro-ph/0008392	astro-ph/0205428
astro-ph/0104460	astro-ph/0205428
astro-ph/0104489	astro-ph/0205428
astro-ph/0111575	astro-ph/0205428
astro-ph/0203383	astro-ph/0205428
astro-ph/0112505	astro-ph/0205046
astro-ph/0112372	astro-ph/0205046
astro-ph/0004176	astro-ph/0205127
astro-ph/0110080	astro-ph/0205127
astro-ph/0103158	astro-ph/0205155
astro-ph/0011462	astro-ph/0205155
astro-ph/9807206	astro-ph/0205155
astro-ph/0111284	astro-ph/0205155
astro-ph/0104459	astro-ph/0205155
astro-ph/9802021	astro-ph/0205155
astro-ph/0104460	astro-ph/0205155
astro-ph/0104490	astro-ph/0205155
astro-ph/9704052	astro-ph/0205155
astro-ph/9901364	astro-ph/0205155
astro-ph/0103186	astro-ph/0205272
astro-ph/0111011	astro-ph/0205272
astro-ph/0005440	astro-ph/0205272
astro-ph/0204527	astro-ph/0205272
astro-ph/0203134	astro-ph/0205386
astro-ph/0112499	astro-ph/0205386
astro-ph/0206012	astro-ph/0205386
astro-ph/0310174	astro-ph/0205386
astro-ph/0205468	astro-ph/0205386
astro-ph/0208394	astro-ph/0205386
astro-ph/0111394	astro-ph/0205386
astro-ph/0212289	astro-ph/0205386
astro-ph/0111362	astro-ph/0205386
astro-ph/0310735	astro-ph/0205386
astro-ph/0111285	astro-ph/0205386
astro-ph/0201375	astro-ph/0205386
astro-ph/0202503	astro-ph/0205386
astro-ph/0210450	astro-ph/0205386
astro-ph/0112162	astro-ph/0205386
astro-ph/9810093	astro-ph/0205386
astro-ph/9809043	astro-ph/0205386
astro-ph/0212517	astro-ph/0205386
astro-ph/0208251	astro-ph/0205386
astro-ph/0108204	astro-ph/0205386
astro-ph/0107421	astro-ph/0205386
astro-ph/0104460	astro-ph/0205386
astro-ph/0212229	astro-ph/0205386
astro-ph/0203200	astro-ph/0205386
astro-ph/0210567	astro-ph/0205386
astro-ph/0204295	astro-ph/0205386
astro-ph/9406075	astro-ph/0205386
astro-ph/0107419	astro-ph/0205386
astro-ph/0203131	astro-ph/0205386
astro-ph/0202075	astro-ph/0205322
astro-ph/0108151	astro-ph/0205322
astro-ph/0010497	astro-ph/0205322
astro-ph/0201520	astro-ph/0205322
astro-ph/0006344	astro-ph/0205322
astro-ph/0108203	astro-ph/0205322
astro-ph/0105082	astro-ph/0205322
astro-ph/0107502	astro-ph/0205253
astro-ph/0003278	astro-ph/0205253
astro-ph/0108422	astro-ph/0205253
astro-ph/9511029	astro-ph/0205253
astro-ph/0201541	astro-ph/0205253
astro-ph/0104017	astro-ph/0205253
astro-ph/0107089	astro-ph/0205253
astro-ph/0103244	astro-ph/0205253
astro-ph/0009268	astro-ph/0205253
astro-ph/0009131	astro-ph/0205253
astro-ph/9912497	astro-ph/0205253
astro-ph/0111575	astro-ph/0205223
astro-ph/0005018	astro-ph/0205223
astro-ph/0105385	astro-ph/0205223
astro-ph/0004412	astro-ph/0205223
astro-ph/9512139	astro-ph/0205223
astro-ph/0012009	astro-ph/0205223
astro-ph/0104489	astro-ph/0205223
astro-ph/0101386	astro-ph/0205223
astro-ph/0010571	astro-ph/0205223
astro-ph/0010552	astro-ph/0205223
astro-ph/9903335	astro-ph/0205223
astro-ph/0104459	astro-ph/0205223
astro-ph/0105091	astro-ph/0205223
astro-ph/0111208	astro-ph/0205223
astro-ph/9812133	astro-ph/0205223
astro-ph/0104460	astro-ph/0205223
astro-ph/0007419	astro-ph/0205223
astro-ph/0110636	astro-ph/0205223
astro-ph/0204152	astro-ph/0205223
astro-ph/0103047	astro-ph/0205223
astro-ph/0105220	astro-ph/0205223
astro-ph/9907369	astro-ph/0001272
astro-ph/9907338	astro-ph/0001272
astro-ph/9907247	astro-ph/0001272
astro-ph/9904291	astro-ph/0001272
astro-ph/9908088	astro-ph/0001258
astro-ph/9907340	astro-ph/0001258
astro-ph/9904416	astro-ph/0001258
astro-ph/9905027	astro-ph/0001248
astro-ph/9909302	astro-ph/0001108
astro-ph/9810256	astro-ph/0001213
astro-ph/9912324	astro-ph/0001192
astro-ph/9809280	astro-ph/0001192
astro-ph/9810274	astro-ph/0001192
astro-ph/9808106	astro-ph/0001192
astro-ph/9803271	astro-ph/0001233
astro-ph/9906286	astro-ph/0001162
astro-ph/9911369	astro-ph/0001162
astro-ph/9904382	astro-ph/0001162
astro-ph/9905222	astro-ph/0001162
astro-ph/9905027	astro-ph/0001384
astro-ph/9910038	astro-ph/0001384
astro-ph/9903264	astro-ph/0001384
astro-ph/9907038	astro-ph/0001384
astro-ph/0001247	astro-ph/0001493
astro-ph/9908159	astro-ph/0001493
astro-ph/9909478	astro-ph/0001493
astro-ph/9807277	astro-ph/0001493
astro-ph/9912508	astro-ph/0001493
astro-ph/9911103	astro-ph/0001493
astro-ph/9907206	astro-ph/0001061
astro-ph/9812197	astro-ph/0001061
astro-ph/9903472	astro-ph/0001061
astro-ph/9807130	astro-ph/0001061
astro-ph/9912105	astro-ph/0001061
astro-ph/9905098	astro-ph/0001366
astro-ph/9906156	astro-ph/0001366
astro-ph/9903176	astro-ph/0001366
astro-ph/9903027	astro-ph/0001366
astro-ph/9912231	astro-ph/0001366
astro-ph/9904367	astro-ph/0001366
astro-ph/9908009	astro-ph/0001366
astro-ph/9911499	astro-ph/0001366
astro-ph/9907209	astro-ph/0001366
astro-ph/9805181	astro-ph/0001366
astro-ph/9908272	astro-ph/0001465
astro-ph/9910319	astro-ph/0001465
astro-ph/9906062	astro-ph/0001465
astro-ph/9810256	astro-ph/0001465
astro-ph/9910060	astro-ph/0001465
astro-ph/9902236	astro-ph/0001465
astro-ph/9901178	astro-ph/0001362
astro-ph/9912558	astro-ph/0001362
astro-ph/9801015	astro-ph/0001362
astro-ph/9905065	astro-ph/0001417
astro-ph/9912333	astro-ph/0001417
astro-ph/9910327	astro-ph/0001417
astro-ph/9909346	astro-ph/0001417
astro-ph/9906398	astro-ph/0001271
astro-ph/9908023	astro-ph/0001354
astro-ph/9910097	astro-ph/0001354
astro-ph/9911445	astro-ph/0001354
astro-ph/9906073	astro-ph/0001354
astro-ph/9909454	astro-ph/0001354
astro-ph/9910527	astro-ph/0001354
astro-ph/9901109	astro-ph/0001354
astro-ph/9908085	astro-ph/0001354
astro-ph/9901388	astro-ph/0001354
astro-ph/9904398	astro-ph/0001354
astro-ph/9903278	astro-ph/0001312
astro-ph/9902361	astro-ph/0001312
astro-ph/9908150	astro-ph/0001312
astro-ph/9910162	astro-ph/0001312
astro-ph/9907112	astro-ph/0001312
astro-ph/9912248	astro-ph/0001474
astro-ph/9911204	astro-ph/0001474
astro-ph/9908007	astro-ph/0001075
astro-ph/9911204	astro-ph/0001075
astro-ph/9903207	astro-ph/0001076
astro-ph/9506070	astro-ph/0001076
astro-ph/9807159	astro-ph/0001441
astro-ph/9811390	astro-ph/0001441
astro-ph/9811206	astro-ph/0001441
astro-ph/9704263	astro-ph/0001441
astro-ph/9704285	astro-ph/0001441
astro-ph/9803261	astro-ph/0001441
astro-ph/9812481	astro-ph/0001441
astro-ph/9802268	astro-ph/0001403
astro-ph/9807084	astro-ph/0001403
astro-ph/9909298	astro-ph/0001403
astro-ph/9710329	astro-ph/0001403
astro-ph/0105252	astro-ph/0001089
astro-ph/0104460	astro-ph/0001089
astro-ph/0104490	astro-ph/0001089
astro-ph/0012324	astro-ph/0001089
astro-ph/0010478	astro-ph/0001089
astro-ph/0101361	astro-ph/0001089
astro-ph/0105091	astro-ph/0001089
astro-ph/9911445	astro-ph/0001045
astro-ph/9909454	astro-ph/0001045
astro-ph/9905320	astro-ph/0001045
astro-ph/9805117	astro-ph/0001045
astro-ph/9809043	astro-ph/0001045
astro-ph/9908320	astro-ph/0001281
astro-ph/9812395	astro-ph/0001129
astro-ph/9912113	astro-ph/0001129
astro-ph/9811011	astro-ph/0001137
astro-ph/9803029	astro-ph/0001137
astro-ph/9903346	astro-ph/0001137
astro-ph/9911035	astro-ph/0001137
astro-ph/9912081	astro-ph/0001137
astro-ph/9803271	astro-ph/0001137
astro-ph/9911123	astro-ph/0001137
astro-ph/9902266	astro-ph/0001137
astro-ph/9902239	astro-ph/0001137
astro-ph/9901293	astro-ph/0001137
astro-ph/9710029	astro-ph/0001137
astro-ph/9902024	astro-ph/0001137
astro-ph/9811312	astro-ph/0001137
astro-ph/9902173	astro-ph/0001329
astro-ph/9912374	astro-ph/0001329
astro-ph/0002051	astro-ph/0001329
astro-ph/0001312	astro-ph/0001329
astro-ph/0001075	astro-ph/0001329
astro-ph/9911429	astro-ph/0001263
astro-ph/9901117	astro-ph/0001240
astro-ph/9912508	astro-ph/0001240
astro-ph/9911008	astro-ph/0001240
astro-ph/9911502	astro-ph/0001240
astro-ph/9901191	astro-ph/0001240
astro-ph/9901116	astro-ph/0001240
astro-ph/9807007	astro-ph/0001240
astro-ph/9804238	astro-ph/0001240
astro-ph/9901287	astro-ph/0001240
astro-ph/9910025	astro-ph/0001500
astro-ph/9909072	astro-ph/0001500
astro-ph/9811111	astro-ph/0001500
astro-ph/9811011	astro-ph/0001516
astro-ph/9803029	astro-ph/0001516
astro-ph/9903362	astro-ph/0001516
astro-ph/9902239	astro-ph/0001516
astro-ph/9911269	astro-ph/0001389
astro-ph/9912564	astro-ph/0001389
astro-ph/9909048	astro-ph/0001389
astro-ph/9910240	astro-ph/0001389
astro-ph/9912164	astro-ph/0001389
astro-ph/9912286	astro-ph/0001098
astro-ph/9911069	astro-ph/0001098
astro-ph/0009160	astro-ph/0001163
astro-ph/0001167	astro-ph/0001163
astro-ph/9901240	astro-ph/0001040
astro-ph/9910574	astro-ph/0001040
astro-ph/9905320	astro-ph/0001318
astro-ph/9907171	astro-ph/0001318
astro-ph/9805156	astro-ph/0001318
astro-ph/9803055	astro-ph/0001318
astro-ph/9908160	astro-ph/0001318
astro-ph/9802110	astro-ph/0001318
astro-ph/9812114	astro-ph/0001318
astro-ph/9901231	astro-ph/0001318
astro-ph/9907228	astro-ph/0001318
astro-ph/9903043	astro-ph/0001318
astro-ph/9905211	astro-ph/0001318
astro-ph/9807279	astro-ph/0001318
astro-ph/9607106	astro-ph/0001318
astro-ph/9603045	astro-ph/0001318
astro-ph/9911394	astro-ph/0001318
astro-ph/9903003	astro-ph/0001318
astro-ph/9903183	astro-ph/0001318
astro-ph/9807098	astro-ph/0001318
astro-ph/9907315	astro-ph/0001318
astro-ph/9904401	astro-ph/0001318
astro-ph/9903309	astro-ph/0001318
astro-ph/9801108	astro-ph/0001318
astro-ph/9911445	astro-ph/0001292
astro-ph/9907340	astro-ph/0001292
astro-ph/9911444	astro-ph/0001292
astro-ph/9811390	astro-ph/0001292
astro-ph/9903264	astro-ph/0001270
astro-ph/0005211	astro-ph/0001026
astro-ph/9912449	astro-ph/0001363
astro-ph/9906311	astro-ph/0001326
astro-ph/9903336	astro-ph/0001326
astro-ph/9812306	astro-ph/0001326
astro-ph/9811395	astro-ph/0001326
astro-ph/9907220	astro-ph/0001326
astro-ph/9911316	astro-ph/0001326
astro-ph/9901114	astro-ph/0001326
astro-ph/9907369	astro-ph/0001048
astro-ph/9907247	astro-ph/0001048
astro-ph/9909302	astro-ph/0001048
astro-ph/9911196	astro-ph/0001247
astro-ph/0002214	astro-ph/0001247
astro-ph/9911103	astro-ph/0001247
astro-ph/9912166	astro-ph/0001247
astro-ph/9906406	astro-ph/0001247
astro-ph/9809058	astro-ph/0001156
astro-ph/9811399	astro-ph/0001156
astro-ph/9910204	astro-ph/0001314
astro-ph/9910319	astro-ph/0001314
astro-ph/9912475	astro-ph/0001314
astro-ph/9908075	astro-ph/0001313
astro-ph/9907369	astro-ph/0001199
astro-ph/9909302	astro-ph/0001199
astro-ph/9910307	astro-ph/0001199
astro-ph/9907247	astro-ph/0001199
astro-ph/9904051	astro-ph/0001190
astro-ph/9806105	astro-ph/0001361
astro-ph/9911225	astro-ph/0001361
astro-ph/9911389	astro-ph/0001361
astro-ph/9912038	astro-ph/0001361
astro-ph/9911334	astro-ph/0001361
astro-ph/9902046	astro-ph/0001361
astro-ph/9903176	astro-ph/0001361
astro-ph/9904167	astro-ph/0001361
astro-ph/9905257	astro-ph/0001361
astro-ph/9908009	astro-ph/0001361
astro-ph/9810200	astro-ph/0001361
astro-ph/9910397	astro-ph/0001361
astro-ph/9908273	astro-ph/0001008
astro-ph/9909048	astro-ph/0001008
astro-ph/9903187	astro-ph/0001008
astro-ph/9907110	astro-ph/0001008
astro-ph/9907232	astro-ph/0001008
astro-ph/9904038	astro-ph/0001008
astro-ph/9907392	astro-ph/0001008
astro-ph/9810256	astro-ph/0001008
astro-ph/9904181	astro-ph/0001008
astro-ph/9909002	astro-ph/0001008
astro-ph/9911138	astro-ph/0001008
astro-ph/9908272	astro-ph/0001008
astro-ph/9903236	astro-ph/0001008
astro-ph/9909034	astro-ph/0001008
astro-ph/9909096	astro-ph/0001008
astro-ph/9904051	astro-ph/0001521
astro-ph/9908130	astro-ph/0001521
astro-ph/9905222	astro-ph/0001521
astro-ph/9904111	astro-ph/0001167
astro-ph/9909133	astro-ph/0001167
astro-ph/9903415	astro-ph/0001167
astro-ph/9808076	astro-ph/0001219
astro-ph/9802268	astro-ph/0001219
astro-ph/9807084	astro-ph/0001219
astro-ph/9911052	astro-ph/0001219
astro-ph/9902184	astro-ph/0001191
astro-ph/9909390	astro-ph/0001191
astro-ph/9911372	astro-ph/0001082
astro-ph/9908159	astro-ph/0001082
astro-ph/9909478	astro-ph/0001082
astro-ph/9812485	astro-ph/0001082
astro-ph/9910245	astro-ph/0001138
astro-ph/9909092	astro-ph/0001096
astro-ph/9910316	astro-ph/0001096
astro-ph/9904397	astro-ph/0001497
astro-ph/9807050	astro-ph/0001497
astro-ph/9903483	astro-ph/0001497
astro-ph/9806364	astro-ph/0001497
astro-ph/9811123	astro-ph/0001303
astro-ph/9912508	astro-ph/0001303
astro-ph/9910397	astro-ph/0001303
astro-ph/0008372	astro-ph/0010440
astro-ph/0010176	astro-ph/0010440
astro-ph/9706232	astro-ph/0010440
astro-ph/0007198	astro-ph/0010024
astro-ph/0007176	astro-ph/0010024
astro-ph/9904051	astro-ph/0010475
astro-ph/9909298	astro-ph/0010475
astro-ph/9807084	astro-ph/0010475
astro-ph/9910207	astro-ph/0010475
astro-ph/9805346	astro-ph/0010475
astro-ph/9901052	astro-ph/0010475
astro-ph/9911365	astro-ph/0010039
astro-ph/9912149	astro-ph/0010039
astro-ph/9911369	astro-ph/0010039
astro-ph/0012117	astro-ph/0010039
astro-ph/0007348	astro-ph/0010039
astro-ph/9909092	astro-ph/0010337
astro-ph/0010101	astro-ph/0010337
astro-ph/9901147	astro-ph/0010337
astro-ph/9812039	astro-ph/0010337
astro-ph/0004175	astro-ph/0010337
astro-ph/0009067	astro-ph/0010337
astro-ph/0007333	astro-ph/0010631
astro-ph/0008283	astro-ph/0010631
astro-ph/9812087	astro-ph/0010631
astro-ph/0007351	astro-ph/0010631
astro-ph/0001117	astro-ph/0010050
astro-ph/9908159	astro-ph/0010248
astro-ph/0005325	astro-ph/0010248
astro-ph/0006343	astro-ph/0010248
astro-ph/0006048	astro-ph/0010248
astro-ph/9912257	astro-ph/0010248
astro-ph/0005323	astro-ph/0010248
astro-ph/9808006	astro-ph/0010151
astro-ph/9910574	astro-ph/0010151
astro-ph/0103044	astro-ph/0010560
astro-ph/0101155	astro-ph/0010560
astro-ph/0008075	astro-ph/0010434
astro-ph/0006235	astro-ph/0010434
astro-ph/0007354	astro-ph/0010432
astro-ph/0005504	astro-ph/0010432
astro-ph/0101058	astro-ph/0010432
astro-ph/0010389	astro-ph/0010432
astro-ph/9811476	astro-ph/0010401
astro-ph/9811465	astro-ph/0010401
astro-ph/9904031	astro-ph/0010401
astro-ph/0007354	astro-ph/0010497
astro-ph/0003018	astro-ph/0010497
astro-ph/0002495	astro-ph/0010497
astro-ph/0006218	astro-ph/0010497
astro-ph/0005210	astro-ph/0010497
astro-ph/0002330	astro-ph/0010497
astro-ph/0006048	astro-ph/0010497
astro-ph/0006134	astro-ph/0010497
astro-ph/0004115	astro-ph/0010497
astro-ph/0005001	astro-ph/0010497
astro-ph/0008392	astro-ph/0010571
astro-ph/0004389	astro-ph/0010571
astro-ph/0005004	astro-ph/0010571
astro-ph/0004412	astro-ph/0010571
astro-ph/9808264	astro-ph/0010571
astro-ph/0011398	astro-ph/0010571
astro-ph/9702019	astro-ph/0010571
astro-ph/0006445	astro-ph/0010571
astro-ph/0004385	astro-ph/0010571
astro-ph/0005022	astro-ph/0010571
astro-ph/9904167	astro-ph/0010571
astro-ph/0012320	astro-ph/0010571
astro-ph/0005123	astro-ph/0010571
astro-ph/0008201	astro-ph/0010305
astro-ph/0007333	astro-ph/0010552
astro-ph/0006436	astro-ph/0010552
astro-ph/9803272	astro-ph/0010552
astro-ph/0005004	astro-ph/0010552
astro-ph/0007375	astro-ph/0010552
astro-ph/0006170	astro-ph/0010552
astro-ph/0102282	astro-ph/0010176
astro-ph/0105081	astro-ph/0010176
astro-ph/0011443	astro-ph/0010176
astro-ph/0012105	astro-ph/0010190
astro-ph/0006186	astro-ph/0010373
astro-ph/0004255	astro-ph/0010547
astro-ph/0004011	astro-ph/0010547
astro-ph/0001272	astro-ph/0010464
astro-ph/0003343	astro-ph/0010014
astro-ph/0008070	astro-ph/0010014
astro-ph/0004087	astro-ph/0010014
astro-ph/0007048	astro-ph/0010014
astro-ph/0001493	astro-ph/0010014
astro-ph/0006192	astro-ph/0010014
astro-ph/0005010	astro-ph/0010014
astro-ph/0001272	astro-ph/0010559
astro-ph/0006436	astro-ph/0010480
astro-ph/9810298	astro-ph/0010480
astro-ph/0002310	astro-ph/0010480
astro-ph/9912275	astro-ph/0010059
astro-ph/9911123	astro-ph/0010068
astro-ph/0010405	astro-ph/0010347
astro-ph/0009005	astro-ph/0010347
astro-ph/0006364	astro-ph/0010223
astro-ph/9902361	astro-ph/0010223
astro-ph/0004349	astro-ph/0010223
astro-ph/9903207	astro-ph/0010223
astro-ph/0001045	astro-ph/0010451
astro-ph/0005124	astro-ph/0010451
astro-ph/9806396	astro-ph/0010451
astro-ph/0005004	astro-ph/0010451
astro-ph/0004393	astro-ph/0010451
astro-ph/9610133	astro-ph/0010451
astro-ph/0004381	astro-ph/0010253
astro-ph/0006436	astro-ph/0010253
astro-ph/0005004	astro-ph/0010253
astro-ph/0010389	astro-ph/0010253
astro-ph/9912023	astro-ph/0010253
astro-ph/9810479	astro-ph/0010474
astro-ph/0005349	astro-ph/0010474
astro-ph/0008107	astro-ph/0010474
astro-ph/0006111	astro-ph/0010474
astro-ph/9906401	astro-ph/0010170
astro-ph/9901299	astro-ph/0010170
astro-ph/9903155	astro-ph/0010170
astro-ph/0007140	astro-ph/0010170
astro-ph/9812133	astro-ph/0010170
astro-ph/9910272	astro-ph/0010170
astro-ph/9802083	astro-ph/0010170
astro-ph/9901364	astro-ph/0010170
astro-ph/0008181	astro-ph/0010186
astro-ph/0007175	astro-ph/0010186
astro-ph/9912231	astro-ph/0010186
astro-ph/9906141	astro-ph/0010186
astro-ph/0004175	astro-ph/0010186
astro-ph/0004260	astro-ph/0010186
astro-ph/0005124	astro-ph/0010467
astro-ph/0008469	astro-ph/0010467
astro-ph/0007175	astro-ph/0010467
astro-ph/9904255	astro-ph/0010467
astro-ph/9907187	astro-ph/0010467
astro-ph/0007176	astro-ph/0010467
astro-ph/0009125	astro-ph/0010467
astro-ph/0002384	astro-ph/0010467
astro-ph/0002190	astro-ph/0010467
astro-ph/0005414	astro-ph/0010467
astro-ph/0007369	astro-ph/0010467
astro-ph/9912214	astro-ph/0010467
astro-ph/0005553	astro-ph/0010467
astro-ph/0009176	astro-ph/0010467
astro-ph/0006367	astro-ph/0010467
astro-ph/0005004	astro-ph/0010467
astro-ph/9912474	astro-ph/0010467
astro-ph/0003199	astro-ph/0010467
astro-ph/0007240	astro-ph/0010467
astro-ph/9911316	astro-ph/0010467
astro-ph/0007248	astro-ph/0010467
astro-ph/0007401	astro-ph/0010467
astro-ph/9908159	astro-ph/0010467
astro-ph/0008283	astro-ph/0010467
astro-ph/9901237	astro-ph/0010467
astro-ph/0006345	astro-ph/0010467
astro-ph/9811001	astro-ph/0010467
astro-ph/9912006	astro-ph/0010467
astro-ph/0005123	astro-ph/0010467
astro-ph/0002168	astro-ph/0010467
astro-ph/0007351	astro-ph/0010467
astro-ph/0005124	astro-ph/0010443
